バージョン,タイトル,ジャンル,アーティスト,プレー回数,NORMAL 難易度,NORMAL EXスコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER EXスコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER EXスコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,最終プレー日時
SPADA,MAD ATTACK,UPBEAT,HALFBY,3,3,0,0,0,---,ASSIST CLEAR,---,6,0,0,0,---,CLEAR,---,9,1285,492,301,55,EASY CLEAR,B,2017-02-12 19:08
SPADA,MAGIC & LOVE,HAPPY CORE,DJ Genki feat. Yukacco,0,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,ASSIST CLEAR,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
SPADA,Miracle 5ympho X,FRENCHCORE,USAO,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,ASSIST CLEAR,---,10,0,0,0,---,NO PLAY,---,2016-10-26 17:45
SPADA,Overload Frontier,HARDCORE RAVE,DJ Shimamura,0,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,ASSIST CLEAR,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
SPADA,Pharaoh,ANCIENT CIVILIZATION,劇団レコード,22,3,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,CLEAR,---,11,1640,655,330,90,CLEAR,B,2017-11-27 22:44
SPADA,PUNISHER,VARIANT RAVE,TAG×PON,2,5,0,0,0,---,HARD CLEAR,---,9,1517,607,303,36,CLEAR,A,12,0,0,0,---,NO PLAY,---,2017-01-03 17:48
SPADA,ra'am,RAVERS DANCE SPEED,雷龍,4,8,0,0,0,---,FAILED,---,10,1243,484,275,52,CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-09-23 21:20
SPADA,rainbow guitar weeps,BRIGHTNESS,dj TAKA,29,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,EASY CLEAR,---,11,1727,686,355,90,CLEAR,B,2017-11-30 22:45
SPADA,Recollection,POPS,Noria,0,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,EASY CLEAR,---,2016-10-26 17:45
SPADA,refractive index,PSYCHEDELIC TRANCE,Sota Fujimori,5,3,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,ASSIST CLEAR,---,11,1550,590,370,73,CLEAR,B,2017-10-24 23:50
SPADA,RISE,DRUMSTEP,Dirty Androids,2,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1365,578,209,30,HARD CLEAR,A,2017-11-30 22:27
SPADA,RIZING YOU UP,HAPPY HARDCORE,Ryu☆,4,6,0,0,0,---,NO PLAY,---,9,1485,611,263,64,EASY CLEAR,A,10,1795,736,323,92,CLEAR,A,2017-09-22 21:56
SPADA,Sigmund,REQUIEM PSY,Gram,15,7,0,0,0,---,ASSIST CLEAR,---,10,1559,595,369,39,HARD CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-11-10 21:05
SPADA,Smug Face -どうだ、オレの生き様は- (ONLY ONE EDITION),ONLY ONE ACT,SUPER STAR 満-MITSURU-,0,6,0,0,0,---,HARD CLEAR,---,9,0,0,0,---,ASSIST CLEAR,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
SPADA,Squeeze,WITHOUT YOU TONIGHT-VI-,VENUS feat. Mutsuhiko Izumi,0,5,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,ASSIST CLEAR,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
SPADA,Unicorn tail,BREAKBEATS TRANCE,DJ YOSHITAKA,0,5,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,EASY CLEAR,---,11,0,0,0,---,NO PLAY,---,2016-10-26 17:45
SPADA,Valgus,MAINSTREAM HARDCORE,DJ Myosuke feat.Yukacco,3,4,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,NO PLAY,---,11,1644,647,350,69,EASY CLEAR,A,2017-11-07 17:02
SPADA,Verflucht,HARD NRG,Tyrfing,5,6,0,0,0,---,CLEAR,---,10,1328,511,306,37,CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-11-15 21:56
SPADA,VOX UP,ROTTERDAM TECHNO,sampling masters MEGA vs 青龍,3,8,0,0,0,---,ASSIST CLEAR,---,11,1789,674,441,125,EASY CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-10-02 22:04
SPADA,Wonder Girl feat. Kanae Asaba,EUROBEAT,Y&Co.,7,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,11,1826,742,342,98,CLEAR,B,2017-11-14 14:22
SPADA,お願いアインシュタイン,CYBER SYMPHONIC POP,中山真斗 feat.桜川めぐ,1,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1373,547,279,73,EASY CLEAR,B,2017-07-24 18:11
SPADA,アルストロメリア,BLOOM FUSION,TAG,4,5,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,EASY CLEAR,---,10,1774,715,344,33,HARD CLEAR,A,2017-09-03 15:56
SPADA,デッドボヲルdeホームラン,ELECTRIC MANOUSH SWING,猫叉Masterβ2,1,3,0,0,0,---,ASSIST CLEAR,---,9,1034,392,250,67,EASY CLEAR,B,11,0,0,0,---,NO PLAY,---,2017-01-03 17:23
SPADA,バンブーソード・ガール,J-SPEEDMETAL,cosMo＠暴走P,11,5,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,CLEAR,---,11,1485,563,359,79,EASY CLEAR,B,2017-08-24 20:42
SPADA,幻想系世界修復少女,J-POP,Last Note.,1,4,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,ASSIST CLEAR,---,10,1162,452,258,123,EASY CLEAR,B,2016-12-08 22:27
SPADA,御千手メディテーション,ニューエイジ合掌コア,昇天家族,3,4,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,EASY CLEAR,---,11,1330,500,330,139,FAILED,B,2017-09-06 22:50
SPADA,旋律のドグマ～Miserables～,JUVENILE DRUM & BASS,楓璃夢＝ジークフリード＝ファイエルローゼン,20,6,0,0,0,---,EX HARD CLEAR,---,10,1937,824,289,29,HARD CLEAR,A,12,0,0,0,---,NO PLAY,---,2017-11-27 22:12
SPADA,海神,HYDRO CORE,兎々,2,7,0,0,0,---,ASSIST CLEAR,---,10,1363,515,333,50,EASY CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-08-03 21:00
SPADA,煉獄のエルフェリア,HARD SYMPHONIC,猫叉Master+,33,7,0,0,0,---,HARD CLEAR,---,10,1605,641,323,50,HARD CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-09-27 22:03
SPADA,牧神笛吹きて,ZODIAC ORACLE X,楽士ゾディアック,24,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,1416,580,256,38,HARD CLEAR,A,2017-12-01 23:37
SPADA,疾風迅雷,ORIENTAL CORE,KUMOKIRI,4,6,0,0,0,---,ASSIST CLEAR,---,10,1385,534,317,46,EASY CLEAR,B,12,0,0,0,---,NO PLAY,---,2017-09-23 22:40
SPADA,罪と罰,HYPER J-POP,Xceon feat. Mayumi Morinaga,9,5,0,0,0,---,HARD CLEAR,---,7,0,0,0,---,ASSIST CLEAR,---,10,1607,676,255,38,HARD CLEAR,A,2017-11-03 20:07
SPADA,超!!遠距離らぶメ～ル,乙女EDM,ななひら,0,3,0,0,0,---,ASSIST CLEAR,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,2016-10-26 17:45
SPADA,轟け！恋のビーンボール！！,ベースボールヒロイン,ダイナミック野球兄弟 v.s. クロスファイヤーPrim,7,6,0,0,0,---,HARD CLEAR,---,10,1630,704,222,21,HARD CLEAR,AA,12,0,0,0,---,NO PLAY,---,2017-10-25 20:09
PENDUAL,#The_Relentless,DUBCORE,DJ Noriken,10,6,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,CLEAR,---,11,1798,688,422,86,EASY CLEAR,B,2017-10-25 20:28
PENDUAL,AFRO KNUCKLE,AFRO-SAMBA,猫叉Master+,1,5,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,ASSIST CLEAR,---,11,1391,505,381,68,CLEAR,B,2017-04-21 19:48
